onset	duration	stimulus
0.5045	6.0	CSnegFt
28.5083	6.0	CSminHt
56.5121	6.0	CSnegHt
84.5158	6.0	CSminFt
112.5028	6.0	CSnegFt
140.5066	6.0	CSminHt
168.5103	6.0	CSnegHt
196.5141	6.0	CSminFt
224.5178	6.0	CSnegHf
230.5204	0.5	USneg
252.5049	6.0	CSnegFf
258.5204	0.5	USneg
280.5086	6.0	CSminHf
308.5124	6.0	CSminHf
336.5161	6.0	CSminFf
364.5032	6.0	CSnegHf
370.5205	0.5	USneg
392.507	6.0	CSnegFt
420.5107	6.0	CSminHt
448.5145	6.0	CSnegHt
476.5182	6.0	CSminFt
504.5053	6.0	CSnegFf
510.5207	0.5	USneg
532.509	6.0	CSminFf
560.5128	6.0	CSnegFt
588.5165	6.0	CSminHt
616.5036	6.0	CSnegHt
644.5073	6.0	CSminFt
672.5111	6.0	CSnegFf
678.5209	0.5	USneg
700.5148	6.0	CSminFf
728.5186	6.0	CSnegHf
734.521	0.5	USneg
756.5057	6.0	CSminHf
784.5094	6.0	CSminFf
812.5131	6.0	CSnegFf
818.5211	0.5	USneg
840.5169	6.0	CSnegFt
868.504	6.0	CSminHt
896.5077	6.0	CSnegHt
924.5115	6.0	CSminFt
952.5152	6.0	CSnegHf
958.5212	0.5	USneg
980.519	6.0	CSnegHf
986.5214	0.5	USneg
1008.506	6.0	CSminHf
1036.5098	6.0	CSminFf
1064.5135	6.0	CSminHf
1092.5173	6.0	CSnegFf
1098.5214	0.5	USneg
1120.5044	6.0	CSnegFt
1148.5081	6.0	CSminHt
1176.5119	6.0	CSnegHt
1204.5156	6.0	CSminFt
1232.5193	6.0	CSnegHf
1238.5216	0.5	USneg
1260.5064	6.0	CSminFf
1288.5102	6.0	CSnegFf
1294.5216	0.5	USneg
1316.5139	6.0	CSminHf
1344.5177	6.0	CSnegFt
1372.5048	6.0	CSminHt
1400.5085	6.0	CSnegHt
1428.5122	6.0	CSminFt
