onset	duration	stimulus
0.5059	6.0	CSminHt
28.5096	6.0	CSnegFt
56.5134	6.0	CSminFt
84.5171	6.0	CSnegHt
112.5043	6.0	CSminHt
140.508	6.0	CSnegFt
168.5117	6.0	CSminFt
196.5155	6.0	CSnegHt
224.5192	6.0	CSnegFf
230.5203	0.5	USneg
252.5063	6.0	CSnegHf
258.5203	0.5	USneg
280.5101	6.0	CSminFf
308.5138	6.0	CSminFf
336.5176	6.0	CSminHf
364.5047	6.0	CSnegFf
370.5205	0.5	USneg
392.5084	6.0	CSminHt
420.5122	6.0	CSnegFt
448.5159	6.0	CSminFt
476.503	6.0	CSnegHt
504.5068	6.0	CSnegHf
510.5205	0.5	USneg
532.5105	6.0	CSminHf
560.5143	6.0	CSminHt
588.518	6.0	CSnegFt
616.5051	6.0	CSminFt
644.5089	6.0	CSnegHt
672.5126	6.0	CSnegHf
678.5206	0.5	USneg
700.5164	6.0	CSminHf
728.5035	6.0	CSnegFf
734.5209	0.5	USneg
756.5072	6.0	CSminFf
784.511	6.0	CSminHf
812.5147	6.0	CSnegHf
818.5208	0.5	USneg
840.5185	6.0	CSminHt
868.5056	6.0	CSnegFt
896.5093	6.0	CSminFt
924.5131	6.0	CSnegHt
952.5169	6.0	CSnegFf
958.5209	0.5	USneg
980.5039	6.0	CSnegFf
986.521	0.5	USneg
1008.5077	6.0	CSminFf
1036.5114	6.0	CSminHf
1064.5152	6.0	CSminFf
1092.5189	6.0	CSnegHf
1098.521	0.5	USneg
1120.506	6.0	CSminHt
1148.5098	6.0	CSnegFt
1176.5135	6.0	CSminFt
1204.5173	6.0	CSnegHt
1232.5044	6.0	CSnegFf
1238.5211	0.5	USneg
1260.5081	6.0	CSminHf
1288.5119	6.0	CSnegHf
1294.5211	0.5	USneg
1316.5156	6.0	CSminFf
1344.5194	6.0	CSminHt
1372.5065	6.0	CSnegFt
1400.5102	6.0	CSminFt
1428.514	6.0	CSnegHt
