onset	duration	stimulus
0.5165	6.0	CSminHt
28.5033	6.0	CSnegFt
56.5069	6.0	CSminFt
84.5104	6.0	CSnegHt
112.514	6.0	CSminHt
140.5175	6.0	CSnegFt
168.5044	6.0	CSminFt
196.5079	6.0	CSnegHt
224.5115	6.0	CSnegFf
230.5187	0.5	USneg
252.515	6.0	CSnegHf
258.5185	0.5	USneg
280.5019	6.0	CSminFf
308.5054	6.0	CSminFf
336.5089	6.0	CSminHf
364.5125	6.0	CSnegFf
370.5178	0.5	USneg
392.516	6.0	CSminHt
420.5029	6.0	CSnegFt
448.5064	6.0	CSminFt
476.5099	6.0	CSnegHt
504.5135	6.0	CSnegHf
510.5169	0.5	USneg
532.5003	6.0	CSminHf
560.5039	6.0	CSminHt
588.5074	6.0	CSnegFt
616.5109	6.0	CSminFt
644.5145	6.0	CSnegHt
672.5013	6.0	CSnegHf
678.5159	0.5	USneg
700.5049	6.0	CSminHf
728.5084	6.0	CSnegFf
734.5155	0.5	USneg
756.5119	6.0	CSminFf
784.4988	6.0	CSminHf
812.5023	6.0	CSnegHf
818.515	0.5	USneg
840.5059	6.0	CSminHt
868.5094	6.0	CSnegFt
896.513	6.0	CSminFt
924.4998	6.0	CSnegHt
952.5034	6.0	CSnegFf
958.5141	0.5	USneg
980.5069	6.0	CSnegFf
986.514	0.5	USneg
1008.5104	6.0	CSminFf
1036.4973	6.0	CSminHf
1064.5008	6.0	CSminFf
1092.5044	6.0	CSnegHf
1098.5133	0.5	USneg
1120.5079	6.0	CSminHt
1148.5114	6.0	CSnegFt
1176.4983	6.0	CSminFt
1204.5018	6.0	CSnegHt
1232.5054	6.0	CSnegFf
1238.5124	0.5	USneg
1260.5089	6.0	CSminHf
1288.4958	6.0	CSnegHf
1294.512	0.5	USneg
1316.4993	6.0	CSminFf
1344.5029	6.0	CSminHt
1372.5064	6.0	CSnegFt
1400.5099	6.0	CSminFt
1428.4968	6.0	CSnegHt
